1,5639733	4779
1,56416	4789
1,5643467	4624
1,5645334	4781
1,5647199	4636
1,5649066	4804
1,5650932	4743
1,5652797	4925
1,5654662	4867
1,5656527	5009
1,5658391	4770
1,5660256	4880
1,5662121	5181
1,5663983	4959
1,5665847	4955
1,566771	4778
1,5669572	4913
1,5671436	4694
1,5673298	4959
1,5675159	4865
1,5677021	4639
1,5678881	4852
1,5680742	4647
1,5682604	4773
1,5684464	4657
1,5686324	4718
1,5688183	4721
1,5690043	4585
1,5691901	4581
1,5693761	4698
1,5695618	4614
1,5697478	4663
1,5699337	4708
1,5701193	4593
1,5703051	4567
1,5704907	4796
1,5706764	4634
1,5708621	4771
1,5710477	4726
1,5712333	5079
1,5714189	4600
1,5716043	4700
1,5717897	4602
1,5719752	4754
1,5721606	4606
1,5723461	4720
1,5725313	4668
1,5727168	4648
1,5729021	4604
1,5730873	4677
1,5732726	4573
1,5734577	4740
1,573643	4600
1,5738281	4589
1,5740132	4536
1,5741984	4676
1,5743834	4604
1,5745684	4658
1,5747534	4671
1,5749383	4600
1,5751233	4501
1,5753082	4656
1,5754931	4678
1,5756779	4595
1,5758626	4581
1,5760475	4614
1,5762323	4577
1,576417	4636
1,5766017	4641
1,5767864	4601
1,5769709	4638
1,5771555	4677
1,5773401	4551
1,5775247	4765
1,5777091	4680
1,5778937	4532
1,5780782	4755
1,5782624	4608
1,5784469	4600
1,5786313	4738
1,5788156	4491
1,5789999	4769
1,5791841	4513
1,5793682	4748
1,5795525	4584
1,5797367	4693
1,5799208	4686
1,5801048	4610
1,5802889	4666
1,5804731	4689
1,580657	4613
1,5808411	4700
1,5810249	4599
1,5812088	4607
1,5813928	4651
1,5815767	4734
1,5817605	4649
1,5819442	4608
1,582128	4656
1,5823117	4804
1,5824955	4795
1,582679	5054
1,5828626	5158
1,5830464	5094
1,5832299	5084
1,5834135	5368
1,5835969	5374
1,5837804	5534
1,5839639	5432
1,5841473	5350
1,5843307	5496
1,584514	5361
1,5846974	5272
1,5848806	5450
1,5850639	5190
1,5852472	5287
1,5854303	5317
1,5856135	5166
1,5857966	5099
1,5859797	5247
1,5861628	5094
1,5863458	5040
1,5865289	5026
1,5867119	4988
1,5868948	4820
1,5870777	4919
1,5872606	4859
1,5874435	4807
1,5876263	4940
1,5878091	4765
1,5879918	4760
1,5881746	4824
1,5883573	4642
1,58854	4785
1,5887226	4715
1,5889051	4766
1,5890877	4775
1,5892702	4708
1,5894527	4841
1,5896353	4659
1,5898178	4687
1,5900002	4821
1,5901825	4766
1,5903648	4663
1,5905471	4708
1,5907294	4794
1,5909116	4664
1,5910939	4675
1,5912762	4667
1,5914582	4731
1,5916404	4626
1,5918225	4622
1,5920045	4702
1,5921866	4774
1,5923685	4658
1,5925505	4670
1,5927324	4575
1,5929143	4741
1,5930961	4686
1,5932781	4658
1,5934598	4722
1,5936416	4663
1,5938233	4639
1,5940051	4822
1,5941868	4665
1,5943685	4761
1,59455	4833
1,5947317	4809
1,5949132	4622
1,5950947	4764
1,5952762	4774
1,5954577	4819
1,595639	4862
1,5958204	4894
1,5960019	4839
1,5961831	4789
1,5963645	4826
1,5965458	5025
1,5967269	4854
1,5969082	4837
1,5970894	4887
1,5972705	5103
1,5974516	5019
1,5976325	5012
1,5978137	5065
1,5979947	5059
1,5981756	4926
1,5983566	5086
1,5985374	5011
1,5987184	5096
1,5988991	5008
1,5990801	4989
1,5992608	4881
1,5994415	4956
1,5996224	4895
1,599803	5049
1,5999837	4838
1,6001642	4980


Date and Time:                Thu Oct 29 00:11:10 2015
Software Version:             4.23.30003.0
Temperature (C):              -50
Model:                        DU490_17
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         15
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Vertical Shift Speed (usecs): 13
Pixel Readout Time (usecs):   10
Serial Number:                15662
Pre-Amplifier Gain:           1
SR163:
Wavelength (nm):              1590
Grating Groove Density (l/mm):600
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter

